Product Code,Product Name,Product Category,UOM,UPC,Bill of Materials,Batched Product
110108,SB GROSSGRAIN RIBBON GOLD 1 CM (RB-G-10-08),RIBBONS,Rolls,1351214110108,N,N
110109,SB GROSSGRAIN RIBBON SILVER 1 CM (RB-G-10-09),RIBBONS,Rolls,1351214110109,N,N
110110,SB GROSSGRAIN RIBBON BABY BLUE 1 CM (RB-G-10-04),RIBBONS,Rolls,1351214110110,N,N
110111,SB GROSSGRAIN RIBBON BABY PINK 1 CM (RB-G-10-14),RIBBONS,Rolls,1351214110111,N,N
110112,SB GROSSGRAIN RIBBON PURPLE 1 CM (RB-G-10-12),RIBBONS,Rolls,1351214110112,N,N
110113,SB GROSSGRAIN RIBBON TIFFANY 1 CM (RB-G-10-20),RIBBONS,Rolls,1351214110113,N,N
110114,SB GROSSGRAIN RIBBON BRONZE 1 CM (RB-G-10-17),RIBBONS,Rolls,1351214110114,N,N
110115,SB GROSSGRAIN RIBBON BROWN 1 CM (RB-G-10-18),RIBBONS,Rolls,1351214110115,N,N
110116,SB GROSSGRAIN RIBBON VIOLET 1 CM (RB-G-10-21),RIBBONS,Rolls,1351214110116,N,N
110117,SB GROSSGRAIN RIBBON MOUVE 1 CM (RB-G-10-25),RIBBONS,Rolls,1351214110117,N,N
110118,SB GROSSGRAIN RIBBON PISTACH 1 CM (RB-G-10-27),RIBBONS,Rolls,1351214110118,N,N
110119,SB GROSSGRAIN RIBBON LIGHT COFFEE 1 CM (RB-G-10-28),RIBBONS,Rolls,1351214110119,N,N
110120,SB GROSSGRAIN RIBBON BABY PINK 1.5 CM (RB-G-15-14),RIBBONS,Rolls,1351214110120,N,N
110121,SB GROSSGRAIN RIBBON BEIGE 1.5 CM (RB-G-15-22),RIBBONS,Rolls,1351214110121,N,N
110122,SB GROSSGRAIN RIBBON PISTACH 1.5 CM (RB-G-15-27),RIBBONS,Rolls,1351214110122,N,N
110123,SB GROSSGRAIN RIBBON WHITE 2 CM (RB-G-20-02),RIBBONS,Rolls,1351214110123,N,N
110124,SB GROSSGRAIN RIBBON SILVER 2 CM (RB-G-20-09),RIBBONS,Rolls,1351214110124,N,N
110125,SB GROSSGRAIN RIBBON BABY BLUE 2 CM (RB-G-20-04),RIBBONS,Rolls,1351214110125,N,N
110126,SB GROSSGRAIN RIBBON PEACH 2 CM (RB-G-20-11),RIBBONS,Rolls,1351214110126,N,N
110127,SB GROSSGRAIN RIBBON PURPLE 2 CM (RB-G-20-12),RIBBONS,Rolls,1351214110127,N,N
110128,SB GROSSGRAIN RIBBON CREAM 2 CM (RB-G-20-06),RIBBONS,Rolls,1351214110128,N,N
110129,SB GROSSGRAIN RIBBON BRONZE 2 CM (RB-G-20-17),RIBBONS,Rolls,1351214110129,N,N
110130,SB GROSSGRAIN RIBBON GOLD 2 CM (RB-G-20-10),RIBBONS,Rolls,1351214110130,N,N
110131,SB GROSSGRAIN RIBBON TIFFANY 2 CM (RB-G-20-20),RIBBONS,Rolls,1351214110131,N,N
110132,SB GROSSGRAIN RIBBON BEIGE 2 CM (RB-G-20-22),RIBBONS,Rolls,1351214110132,N,N
110133,SB GROSSGRAIN RIBBON GOLD 2 CM (RB-G-20-08),RIBBONS,Rolls,1351214110133,N,N
110134,SB GROSSGRAIN RIBBON MOUVE 2 CM (RB-G-20-25),RIBBONS,Rolls,1351214110134,N,N
110135,SB GROSSGRAIN RIBBON PISTACH 2 CM (RB-G-20-27),RIBBONS,Rolls,1351214110135,N,N
110136,ACRYLIC GOLD FLOWER HANDLE BAG 30X20X40 PURE,SEMI FINI- ACRYLIC BOX,Pieces,1351214110136,Y,N
110137,SB GROSSGRAIN RIBBON BABY PINK 2.5 CM (RB-G-25-14),RIBBONS,Rolls,1351214110137,N,N
110138,SB GROSSGRAIN RIBBON VIOLET 2.5 CM (RB-G-25-21),RIBBONS,Rolls,1351214110138,N,N
110139,SB GROSSGRAIN RIBBON MOUVE 2.5 CM (RB-G-25-25),RIBBONS,Rolls,1351214110139,N,N
110140,SB GROSSGRAIN RIBBON BABY PINK 4 CM (RB-G-40-14),RIBBONS,Rolls,1351214110140,N,N
110141,SB GROSSGRAIN RIBBON VIOLET 4 CM (RB-G-40-21),RIBBONS,Rolls,1351214110141,N,N
110143,SB GROSSGRAIN RIBBON PINK 1 CM (RB-G-10-05),RIBBONS,Rolls,1351214110143,N,N
110144,SB GROSSGRAIN RIBBON PEACH 1 CM (RB-G-10-11),RIBBONS,Rolls,1351214110144,N,N
110145,SB GROSSGRAIN RIBBON GOLD ROSE 1 CM (RB-G-10-10),RIBBONS,Rolls,1351214110145,N,N
110146,SB GROSSGRAIN RIBBON MAROON 1 CM (RB-G-10-07),RIBBONS,Rolls,1351214110146,N,N
110147,SB GROSSGRAIN RIBBON FUCHSIA 1 CM (RB-G-10-13),RIBBONS,Rolls,1351214110147,N,N
110148,SB GROSSGRAIN RIBBON NAVY 1 CM (RB-G-10-15),RIBBONS,Rolls,1351214110148,N,N
110150,SB GROSSGRAIN RIBBON BURGANDY 1 CM (RB-G-10-23),RIBBONS,Rolls,1351214110150,N,N
110151,SB GROSSGRAIN RIBBON ROSE 1 CM (RB-G-10-24),RIBBONS,Rolls,1351214110151,N,N
110152,SB GROSSGRAIN RIBBON DARK GREEN 1 CM (RB-G-10-26),RIBBONS,Rolls,1351214110152,N,N
110153,SB GROSSGRAIN RIBBON BURGUNDY 1.5 CM (RB-G-15-23),RIBBONS,Rolls,1351214110153,N,N
110154,SB GROSSGRAIN RIBBON MAROON 2 CM (RB-G-20-07),RIBBONS,Rolls,1351214110154,N,N
110155,SB GROSSGRAIN RIBBON NAVY 2 CM (RB-G-20-15),RIBBONS,Rolls,1351214110155,N,N
110156,SB GROSSGRAIN RIBBON FUCHSIA 2 CM (RB-G-20-13),RIBBONS,Rolls,1351214110156,N,N
110157,SB GROSSGRAIN RIBBON BROWN 2 CM (RB-G-20-18),RIBBONS,Rolls,1351214110157,N,N
110158,SB GROSSGRAIN RIBBON GRAY 2 CM (RB-G-20-16),RIBBONS,Rolls,1351214110158,N,N
110159,SB GROSSGRAIN RIBBON DARK GREEN 2 CM (RB-G-20-26),RIBBONS,Rolls,1351214110159,N,N
110160,SB GROSSGRAIN RIBBON BURGANDY 2 CM (RB-G-20-23),RIBBONS,Rolls,1351214110160,N,N
110161,FOREX TROLLEY HOUSE 60x40x32cm,SEMI FINI- ACRYLIC BOX,Pieces,1351214110161,Y,N
110162,ACRYLIC BOX 36x28x5cm WITH 18 PARTITION,SEMI FINI- ACRYLIC BOX,Pieces,1351214110162,N,N
110163,ACRYLIC BOX 40x40x37cm,SEMI FINI- ACRYLIC BOX,Pieces,1351214110163,Y,N
110165,FOREX HEART STAND 40X40X95CM,SEMI FINI- FOREX TRAY,Pieces,1351214110165,N,N
110166,FOREX PYRAMID STAND 60X60X75CM,SEMI FINI- FOREX TRAY,Pieces,1351214110166,N,N
110169,ACRYLIC BOX WITH GOLDEN COVER 30X30X7,SEMI FINI- ACRYLIC BOX,Pieces,1351214110169,N,N
110170,ROUND CAVITY 60PCS TRAY W/OUT LOGO (BOX 40*36*4 EGG PARTITION),TRAYS,Pieces,1351214110170,N,N
110172,ROUND CAVITY 76PCS TRAY W/OUT LOGO (BOX 50*36*4 EGG PARTITION),TRAYS,Pieces,1351214110172,N,N
110174,CUSTOMIZED BOX 24*24*4CM (MANCHESTER) EMPTY,BOXES,Pieces,1351214110174,N,N
110176,NAG TRAY CIRCULAR,BELGIUM- WRAPPED,Pieces,1351214110176,N,N
110177,NAG TRAY BABY STROLLER,ITALIAN- WRAPPED,Pieces,1351214110177,N,N
110178,NAG TRAY UMBRELLA,ITALIAN- WRAPPED,Pieces,1351214110178,N,N
110179,NAG TRAY EID SAEED,RIBBONS,Pieces,1351214110179,N,N
110180,NAG TRAY HEART STAND,HAJ SPECIAL,Pieces,1351214110180,N,N
110181,NAG TRAY SWING,BELGIUM- OPEN,Pieces,1351214110181,N,N
110183,FOREX TRAY WITH PRINTING STICKER (W/ SIDE COVER( 41X24X4CM,SEMI FINI- ACRYLIC TRAY,Pieces,1351214110183,N,N
110184,FOREX TRAY WITH PRINTING STICKER (W/OUT SIDE COVER( 41X24X4CM,SEMI FINI- ACRYLIC TRAY,Pieces,1351214110184,N,N
110186,FOREX STAND BABY BOY 30X20X28CM,SEMI FINI- FOREX TRAY,Pieces,1351214110186,N,N
110187,FOREX STAND BABY BOY 45x30x42cm,SEMI FINI- FOREX TRAY,Pieces,1351214110187,Y,N
110188,BOX 24*24 2 LAYER (EMPTY),BOXES,Pieces,1351214110188,N,N
110193,SILVER TRAY RECTL GER6831,TRAYS,Pieces,1351214110193,N,N
110194,GOLDEN TRAY ROUND GER1799,TRAYS,Pieces,1351214110194,N,N
110195,GOLDEN TRAY OVAL XL GER1782,TRAYS,Pieces,1351214110195,N,N
110196,GOLDEN TRAY ROUND L GER1818,TRAYS,Pieces,1351214110196,N,N
110197,GOLDEN TRAY OVAL XL GER1732,TRAYS,Pieces,1351214110197,N,N
110198,SILVER TRAY ROUND W/GOLD HANDLE SET GER5417 S,TRAYS,Pieces,1351214110198,N,N
110199,SILVER TRAY ROUND W/GOLD HANDLE SET GER5417 M,TRAYS,Pieces,1351214110199,N,N
110200,SILVER TRAY ROUND W/GOLD HANDLE SET GER5417 L,TRAYS,Pieces,1351214110200,N,N
110201,SILVER TRAY OVAL W/GOLD HANDLE SET GER5410 S,TRAYS,Pieces,1351214110201,N,N
110202,SILVER TRAY OVAL W/GOLD HANDLE SET GER5410 M,TRAYS,Pieces,1351214110202,N,N
110203,SILVER TRAY OVAL W/GOLD HANDLE SET GER5410 L,TRAYS,Pieces,1351214110203,N,N
110204,SILVER TRAY OVAL W/GOLD HANDLE GER1873 S,TRAYS,Pieces,1351214110204,N,N
110205,SILVER TRAY OVAL W/GOLD HANDLE GER1873 M,TRAYS,Pieces,1351214110205,N,N
110206,SILVER TRAY OVAL W/GOLD HANDLE GER1873 L,TRAYS,Pieces,1351214110206,N,N
110207,SILVER TRAY RECT W/GOLD HANDLE GER1869 S,TRAYS,Pieces,1351214110207,N,N
110208,SILVER TRAY RECT W/GOLD HANDLE GER1869 M,TRAYS,Pieces,1351214110208,N,N
110209,SILVER TRAY RECT W/GOLD HANDLE GER1869 L,TRAYS,Pieces,1351214110209,N,N
110210,STEEL TRAY RECT SINGLE XT23,TRAYS,Pieces,1351214110210,N,N
110211,STEEL TRAY RECT SINGLE M XT22,TRAYS,Pieces,1351214110211,N,N
110212,STEEL TRAY RECT SINGLE L XT21,TRAYS,Pieces,1351214110212,N,N
110213,STEEL TRAY RECT LARGE GER1757L,TRAYS,Pieces,1351214110213,N,N
110214,STEEL TRAY RECT SINGLE XXL XT20,TRAYS,Pieces,1351214110214,N,N
110215,FULL CHROME TRAY SILVER RECT XXL GER6819,TRAYS,Pieces,1351214110215,N,N
110216,FULL CHROME RECT SILVERTRAY M GER6822,TRAYS,Pieces,1351214110216,N,N
110217,FULL CHROME SILVER RECT TRAY L GER6821,TRAYS,Pieces,1351214110217,N,N
110218,FULL CHROME SILVER RECT TRAY XL GER6820,TRAYS,Pieces,1351214110218,N,N
110227,ACRYLIC ROUND BOX 25.5X25.5X7CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110227,N,N
110228,ACRYLIC ROUND BOX 36.5x36.5x7CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110228,N,N
110229,SQUARE NOUGAT WALNUT (14166),TRADING,Kilogram,1351214110229,N,N
110236,RIBBON EID MUBARAK 1 INCH WHITE/BIEGE,RIBBONS,Rolls,1351214110236,N,N
110240,GOLDEN PLATE 35 CM 3 7339-OMN,FINI- PETIT FOUR OPEN,Pieces,1351214110240,N,N
110241,GOLDEN TRAY RECT. HNTF5227-OMN,BAGS,Pieces,1351214110241,N,N
110242,FRUIT BOWL P15A/101771-OMN,BELGIUM- OPEN,Pieces,1351214110242,N,N
110243,J P T PLASTIC TRAY (BN-55)-OMN,FINI- ICE CREAM GLASS,Pieces,1351214110243,N,N
110244,QQT ACRLIC TRAY (BN-21)-OMN,FINI- BOXES,Pieces,1351214110244,N,N
110245,QQT ACRLIC TRAY (BN-3)-OMN,BELGIUM- OPEN,Pieces,1351214110245,N,N
110246,JPT PLASTIC TRAY (BN-54)silver/gold handle-OMN,BELGIUM- OPEN,Pieces,1351214110246,N,N
110248,QQT ACRLIC TRAY (BN-20)-OMN,FINI- EGGS WRAPPED,Pieces,1351214110248,N,N
110251,QATAYEF KG,FINI- CAKES,Kilogram,1351214110251,N,N
110252,ROUND & MOON SHAPE ACRYLIC BOX 53.5X36.5X7CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110252,Y,N
110253,GOLD PARTITION 36PCS,TRAYS,Pieces,1351214110253,N,N
110255,MOTHER'S DAY BOX WITH BAG,BOXES,Pieces,1351214110255,N,N
110257,PLASTIC GOLD TRAY 262022000028 OMN,BELGIUM- WRAPPED,Pieces,1351214110257,N,N
110258,GOLDEN TRAY L GER1 9010000140188 OMN,FINI- ICE CREAM GLASS,Pieces,1351214110258,N,N
110259,STEEL TRAY W/ HANDL 901000177504 OMN,BELGIUM- OPEN,Pieces,1351214110259,N,N
110260,STEEL TRAY M XT 9010000140492 OMN,FINI- EGGS OPEN,Pieces,1351214110260,N,N
110261,STEEL TRAY L XT 9010000140416 OMN,FINI- TRUFFLES OPEN,Pieces,1351214110261,N,N
110262,BAMBOO BASKET S 6901234516562 OMN,BELGIUM- OPEN,Pieces,1351214110262,N,N
110263,BAMBOO BASKET M 6901234516562 OMN,FINI- PETIT FOUR OPEN,Pieces,1351214110263,N,N
110264,BAMBOO BASKET M 6901234516562 OMN,BELGIUM- OPEN,Pieces,1351214110264,N,N
110265,ACRYLIC TRAY B 9010000227070 OMN,FINI- PASTEL CONE,Pieces,1351214110265,N,N
110266,ACRYLIC TRAY 9010000189347 OMN,BELGIUM- OPEN,Pieces,1351214110266,N,N
110267,GOLDEN TRAY XL 9010000137423 OMN,SEMI FINI- ACRYLIC DISPLAY,Pieces,1351214110267,N,N
110268,GER 1782 GOLDEN TR 9010000164610 OMN,BAGS,Pieces,1351214110268,N,N
110269,GER 1811 GOLDEN TR 9010000164757 OMN,TRAYS,Pieces,1351214110269,N,N
110270,GER 1729 GOLDEN TR 9010000164764 OMN,TRAYS,Pieces,1351214110270,N,N
110272,SB SATIN RIBBON 4 CM (RB-S-40-02),RIBBONS,Rolls,1351214110272,N,N
110273,SB SATIN RIBBON 4 CM (RB-S-40-06),RIBBONS,Rolls,1351214110273,N,N
110276,GOLDEN TRAY ROUND TP20,TRAYS,Pieces,1351214110276,N,N
110277,ACRYLIC PLATE 17.78X7.358CM,SEMI FINI- ACRYLIC DISPLAY,Pieces,1351214110277,N,N
110280,SUPER MINI ALPINE NUT CAKE 8G,TRADING,Kilogram,1351214110280,N,N
110281,GARBAGE BAG ROLL BLACK 105*130CM (NEW),DISPOSABLE,Rolls,1351214110281,N,N
110289,CHOCOLALA CAKE IN MELAMIN BOWL(110052),FINI- CAKES,Pieces,1351214110289,Y,Y
110291,BAKLAWA IN ACRYLIC BOX 1.8 KG,FINI- ACRYLIC BOX,Pieces,1351214110291,Y,Y
110297,ACRYLIC BOX 23X50X11CM WITH BOARDER,SEMI FINI- ACRYLIC BOX,Pieces,1351214110297,Y,N
110300,ACRYLIC CAKE/FLOWER BOX 32X16X18CM(EMPTY),SEMI FINI- ACRYLIC BOX,Pieces,1351214110300,N,N
110301,ACRYLIC BOX 21X21X5CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110301,Y,N
110302,BAKLAWA IN ACRYLIC BOX 225G (21x21x5),FINI- ACRYLIC BOX,Pieces,1351214110302,Y,Y
110303,GOLD TRAY GER3665 S,TRAYS,Pieces,1351214110303,N,N
110304,GOLD TRAY GER3665 M,TRAYS,Pieces,1351214110304,N,N
110305,GOLD TRAY GER3665 L,TRAYS,Pieces,1351214110305,N,N
110306,ACRYLIC BASE 30.5X30.5X4CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110306,N,N
110307,ACRYLIC BOX WITH 6 PART 35X28X5CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110307,Y,N
110309,ACRYLIC BOX 7 PART 23x6.5x4cm W/O Print,SEMI FINI- ACRYLIC BOX,Pieces,1351214110309,Y,N
110311,SEA GRASS TRAY OVAL S,TRAYS,Pieces,1351214110311,N,N
110312,SEA GRASS TRAY OVAL M,TRAYS,Pieces,1351214110312,N,N
110313,SEA GRASS TRAY OVAL L,TRAYS,Pieces,1351214110313,N,N
110314,MIRROR TRAY ROUND S,TRAYS,Pieces,1351214110314,N,N
110315,MIRROR TRAY ROUND M,TRAYS,Pieces,1351214110315,N,N
110316,MIRROR TRAY ROUND L,TRAYS,Pieces,1351214110316,N,N
110317,SEA GRASS WHITE CLOTH TRAY ROUND,TRAYS,Pieces,1351214110317,N,N
110318,CRESENT MOON RAMADAN TRAY,TRAYS,Pieces,1351214110318,N,N
110321,CHOCOLA PURE ACRYLIC BOX W 9 PARTITION 90X39X5CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110321,Y,N
110322,CHOCOLA PURE ACRYLIC BOX W 4 PARTITION 88X43X4CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110322,Y,N
110324,ACRYLIC STAND BABY GIRL/BOY 80X50CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110324,N,N
110325,ACRYLIC BOX 45X45X45CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110325,N,N
110336,CHOCOLALA MELAMINE BOWL 8.85*4.7CM W/ LID,BOWLS,Pieces,1351214110336,N,N
110338,ACRYLIC CAKE STAND FOR 3 PCS MINI CAKE 35X14X9CM,SEMI FINI- ACRYLIC TRAY,Pieces,1351214110338,N,N
110342,ACRYLIC BOX 90X39X5CM PART W/ 6 BOX INSIDE (EMPTY),SEMI FINI- ACRYLIC BOX,Pieces,1351214110342,Y,N
110343,ACRYLIC BOX40X40X5CM W/ DIAMOND PART (EMPTY),SEMI FINI- ACRYLIC BOX,Pieces,1351214110343,Y,N
110835,SILVA SKIMMED MILK POWDER,FINI- MACARON OPEN,Kilogram,1351214110346,N,N
110347,ACRYLIC BOX WITH CHOCO-NUTS-BISCUITS(110342),FINI- ACRYLIC BOX,Pieces,1351214110347,Y,Y
110348,ACRYLIC BOX WITH CHOCO-BISCUITS(110343),FINI- ACRYLIC BOX,Pieces,1351214110348,Y,Y
110349,PREMIUM MACAROONS IN STYRO-CONE DESIGN,FINI- TRAYS,Pieces,1351214110349,Y,Y
110350,ACRYLIC ROUND DECORATION 35X35CM,SEMI FINI- ACRYLIC DECORATION,Pieces,1351214110350,N,N
110351,TRANSFER SHEETS CITRUS LEAVES F034394,ITALIAN- WRAPPED,Packet,1351214110351,N,N
110352,TRANSFER SHEET GRANADA (15PCS) F034407,FINI- CAKE GLASS,Packet,1351214110352,N,N
110354,FOREX DUCK TRAY BABY BOY 20X33X36CM,SEMI FINI- FOREX TRAY,Pieces,1351214110354,Y,N
110358,TRANSFER SHEET TROPICAL 2 (15PCS) F034395,FINI- EGGS OPEN,Packet,1351214110358,N,N
110361,BENSDORP LOW FAT (SUPERIOR RED) COCOA POWDER,BELGIUM- OPEN,Kilogram,1351214110361,N,N
110363,PASSION FRUIT FROZEN PUREE,RIBBONS,Kilogram,1351214110363,N,N
110364,RED COLORANT POWDER FOR CHOC AND FAT,ITALIAN- WRAPPED,Kilogram,1351214110364,N,N
110366,VIOLET COLORANT POWDER FOR CHOC AND FAT,ITALIAN- WRAPPED,Pieces,1351214110366,N,N
110368,COPPER COLORANT POWDER FOR CHOC AND FAT,BELGIUM- WRAPPED,Pieces,1351214110368,N,N
110369,GOLD COLORANT POWDER FOR CHOC AND FAT,BELGIUM- WRAPPED,Pieces,1351214110369,N,N
110371,EID MUBARAK CARDS,STATIONERY,Pieces,1351214110371,N,N
110372,CEREAL COATED W/ CARAMEL,FINI- ASSORTED,Kilogram,1351214110372,N,N
110379,PREMIUM ACRYLIC BOX WITH AIN AL JAMAL,FINI- BOXES,Pieces,1351214110379,Y,Y
110380,PREMIUM ACRYLIC BOX WITH BAKLAWA,FINI- BOXES,Pieces,1351214110380,Y,Y
110381,PREMIUM ACRYLIC BOX WITH COOKIES,FINI- BOXES,Pieces,1351214110381,Y,Y
110382,PREMIUM ACRYLIC BOX WITH DATES & NUTS,FINI- BOXES,Pieces,1351214110382,Y,Y
110383,PREMIUM ACRYLIC BOX WITH DRAGEE ASSRTD,FINI- BOXES,Pieces,1351214110383,Y,Y
110384,PREMIUM ACRYLIC BOX W. EGG CHOCO,FINI- BOXES,Pieces,1351214110384,Y,Y
110385,PREMIUM ACRYLIC BOX WITH FIGS & NUTS,FINI- BOXES,Pieces,1351214110385,Y,Y
110386,PREMIUM ACRYLIC BOX WITH MACAROONS,FINI- BOXES,Pieces,1351214110386,Y,Y
110387,PREMIUM ACRYLIC BOX WITH MAMOUL,FINI- BOXES,Pieces,1351214110387,Y,Y
110388,PREMIUM ACRYLIC BOX WITH MILLE-FEUILLE,FINI- BOXES,Pieces,1351214110388,Y,Y
110389,PREMIUM ACRYLICS BOX WITH MIX CHOCO,FINI- BOXES,Pieces,1351214110389,Y,Y
110390,PREMIUM ACRYLIC BOX WITH NUTS,FINI- BOXES,Pieces,1351214110390,Y,Y
110393,PREMIUM ACRYLIC BOX WITH PETEFOUR,FINI- BOXES,Pieces,1351214110393,Y,Y
110394,PREMIUM ACRYLIC BOX WITH SALTED BISCUITS,FINI- BOXES,Pieces,1351214110394,Y,Y
110395,PREMIUM ACRYLIC BOX WITH SALTED STICKS,FINI- BOXES,Pieces,1351214110395,Y,Y
110396,PREMIUM ACRYLIC BOX WITH SPOON CHOCO,FINI- BOXES,Pieces,1351214110396,Y,Y
110397,PREMIUM ACRYLIC BOX WITH TRUFFLE,FINI- BOXES,Pieces,1351214110397,Y,Y
110398,PREMIUM ACRYLIC BOX W. WRAPPED BELGIUM,FINI- BOXES,Pieces,1351214110398,Y,Y
110399,PREMIUM ACRYLIC BOX WITH WRAPPED ITALIAN,FINI- BOXES,Pieces,1351214110399,Y,Y
110402,ACRYLIC BOX 13X5X3CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110402,N,N
110412,CHOCOLA PURE GRADUATION TAUZIAT FOR FEMALE 6*9.5*5,TAUZIYAT,Pieces,1351214110412,N,N
110413,CHOCOLA PURE GRADUATION TAUZIAT FOR MALE 6*9.5*5,TAUZIYAT,Pieces,1351214110413,N,N
110414,CHOCOLA PURE GRADUATION BOX FOR FEMALE L50*W36*H4,BOXES,Pieces,1351214110414,N,N
110415,CHOCOLA PURE GRADUATION BOX FOR MALE L50*W36*H4,BOXES,Pieces,1351214110415,Y,N
110416,CHOCOLA PURE EID AL ADHA BOX GOLD FOIL 57*25.5*4,BOXES,Pieces,1351214110416,N,N
110417,ACRYLIC BOX 9 IN ONE 30X30X10CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110417,Y,N
110418,CHOCOLALA EID AL ADHA FAMILY BOX 54*31*4.5,BOXES,Pieces,1351214110418,N,N
110419,CHOCOLALA EID AL ADHA TEA POT BOX 54*31*4.5,BOXES,Pieces,1351214110419,N,N
110420,CHOCOLALA GREEN BOX WITH 36 HOLES PARTITION L27.7xW15.4xH3,BOXES,Pieces,1351214110420,N,N
110422,CHOCOLALA GRADUATION BOX FOR FEMALE L40*W36*H4,BOXES,Pieces,1351214110422,N,N
110423,CHOCOLALA GRADUATION BOX FOR MALE L40*W36*H4,BOXES,Pieces,1351214110423,N,N
110424,CHOCOLALA GRADUATION TAUZIAT FOR FEMALE 9.5*6*5,TAUZIYAT,Pieces,1351214110424,N,N
110425,CHOCOLALA GRADUATION TAUZIAT FOR MALE 9.5*6*5,TAUZIYAT,Pieces,1351214110425,N,N
110426,BOX 32*32 AIR ARABIA (EMPTY),BOXES,Pieces,1351214110426,N,N
110434,ACRYLIC BOX CLEAR 28X25X5CM EMPTY,SEMI FINI- ACRYLIC BOX,Pieces,1351214110434,Y,N
110435,ACRYLIC BOX 16X16X4CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110435,Y,N
110436,ACRYLIC BOX 26X18X6CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110436,N,N
110437,ACRYLIC BOX 28X14X4CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110437,N,N
110445,ACRYLIC BOX 50X28X5CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110445,N,N
110446,ACRYLIC BOARD 16X16CM,SEMI FINI- ACRYLIC DISPLAY,Pieces,1351214110446,N,N
110448,CHOCOLALA MINI WALNUT BOX BLUE,BOXES,Pieces,1351214110448,N,N
110449,CHOCOLALA MINI WALNUT BOX BIEGE,BOXES,Pieces,1351214110449,N,N
110451,GROSS GRAIN RIBBON # 8 (2.5CM),RIBBONS,Pieces,1351214110451,N,N
110453,GROSS GRAIN RIBBON # 31 (2.5CM),RIBBONS,Pieces,1351214110453,N,N
110454,GROSS GRAIN RIBBON # 49 (2.5CM),RIBBONS,Pieces,1351214110454,N,N
110455,GROSS GRAIN RIBBON # 61 (2.5CM),RIBBONS,Pieces,1351214110455,N,N
110456,GROSS GRAIN RIBBON # 63 (2.5CM),RIBBONS,Pieces,1351214110456,N,N
110457,GROSS GRAIN RIBBON # 66 (2.5CM),RIBBONS,Pieces,1351214110457,N,N
110459,GROSS GRAIN RIBBON # 99 (2.5CM),RIBBONS,Pieces,1351214110459,N,N
110461,GROSS GRAIN RIBBON CODE1931 # 180 (2.5CM),RIBBONS,Pieces,1351214110461,N,N
110462,GROSS GRAIN RIBBON CODE1931 # 177 (2.5CM),RIBBONS,Pieces,1351214110462,N,N
110463,GROSS GRAIN RIBBON CODE1931 # 37 (2.5CM),RIBBONS,Pieces,1351214110463,N,N
110464,GROSS GRAIN RIBBON CODE1931 WHITE (2.5CM),RIBBONS,Pieces,1351214110464,N,N
110465,GROSS GRAIN RIBBON CODE1931 #91 (2.5CM),RIBBONS,Pieces,1351214110465,N,N
110466,GROSS GRAIN RIBBON CODE1931 #6 (2.5CM),RIBBONS,Pieces,1351214110466,N,N
110467,GROSS GRAIN RIBBON CODE1931 #43 (2.5CM),RIBBONS,Pieces,1351214110467,N,N
110468,GROSS GRAIN RIBBON CODE1931 R.B (2.5CM),RIBBONS,Pieces,1351214110468,N,N
110469,GROSS GRAIN RIBBON CODE1965 #180 (4 CM),RIBBONS,Pieces,1351214110469,N,N
110470,GROSS GRAIN RIBBON CODE1965 #177 (4 CM),RIBBONS,Pieces,1351214110470,N,N
110471,GROSS GRAIN RIBBON CODE1965 #37 (4 CM),RIBBONS,Pieces,1351214110471,N,N
110473,GROSS GRAIN RIBBON CODE1965 #91 (4 CM),RIBBONS,Pieces,1351214110473,N,N
110474,GROSS GRAIN RIBBON CODE1965 #6 (4 CM),RIBBONS,Pieces,1351214110474,N,N
110475,GROSS GRAIN RIBBON CODE1965 #43 (4 CM),RIBBONS,Pieces,1351214110475,N,N
110477,ACRYLIC BOX 7.5X7.5X9CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110477,N,N
110478,FOREX TRAY BABY BOY 31*30*34,SEMI FINI- ACRYLIC TRAY,Pieces,1351214110478,Y,N
110480,PISTACHIO KUNAFA BAR 90G,FINI- CHOCOLATE,Pieces,1351214110480,N,N
110481,PREMIUM BELGIUM- OPEN CUSTOMIZES COLOUR,BELGIUM- OPEN,Kilogram,1351214110481,N,N
110482,ACRYLIC BOX 48*28*5,SEMI FINI- ACRYLIC BOX,Pieces,1351214110482,N,N
110483,ACRYLIC BOX 18X15X4.5CM,SEMI FINI- ACRYLIC BOX,Pieces,1351214110483,Y,N
